,time,latency
0,2020-04-28 19:54:51.523844,49.50148510886356
1,2020-04-28 19:54:53.434189,51.39627003762871
2,2020-04-28 19:54:53.457500,51.39208925096318
3,2020-04-28 19:54:55.163704,53.158161600120366
4,2020-04-28 19:54:55.619866,53.55554622597992
35,2020-04-28 20:22:41.695770,50.032791777979575
36,2020-04-28 20:22:43.369948,51.7235789047554
37,2020-04-28 20:22:43.398065,51.71934092883021
38,2020-04-28 20:22:43.409644,51.708319453056895
39,2020-04-28 20:22:43.722494,51.97724162833765
70,2020-04-28 20:50:30.423580,50.53567477874457
71,2020-04-28 20:50:30.637101,50.69009321508929
72,2020-04-28 20:50:30.670491,50.749982098117464
73,2020-04-28 20:50:30.993673,51.08950609806925
74,2020-04-28 20:50:31.005728,51.01252910168842
105,2020-04-28 21:18:18.943787,50.23640853120014
106,2020-04-28 21:18:20.694995,51.9549741409719
107,2020-04-28 21:18:20.779199,52.05501823499799
108,2020-04-28 21:18:20.850933,52.084336517844356
109,2020-04-28 21:18:20.885717,52.072504246141754
140,2020-04-28 21:46:28.970638,51.080604934133596
141,2020-04-28 21:46:29.025955,51.15214809775353
142,2020-04-28 21:46:29.252932,51.39562768815085
143,2020-04-28 21:46:30.090621,52.13555021584034
144,2020-04-28 21:46:30.306702,52.394281113054596
175,2020-04-28 22:14:23.514964,50.32901926757768
176,2020-04-28 22:14:23.650185,50.437912860885255
177,2020-04-28 22:14:23.971837,50.80214326595888
178,2020-04-28 22:14:25.384661,52.129559306893505
179,2020-04-28 22:14:25.913214,52.760043235961355
210,2020-04-28 22:42:34.905451,50.429228357970715
211,2020-04-28 22:42:36.313212,51.90401789406314
212,2020-04-28 22:42:36.336845,51.9444739278406
213,2020-04-28 22:42:36.352532,51.977327982895076
214,2020-04-28 22:42:37.355007,52.917841392103576
245,2020-04-28 23:10:35.013536,50.10978272696956
246,2020-04-28 23:10:38.104758,53.114387199282646
247,2020-04-28 23:10:38.665807,53.717924615368254
248,2020-04-28 23:10:40.273962,55.38728916598484
249,2020-04-28 23:10:40.306857,55.38570884615183
280,2020-04-28 23:38:46.113611,49.77085005678237
281,2020-04-28 23:38:46.602108,50.307229442056276
282,2020-04-28 23:38:48.594903,52.359454045072205
283,2020-04-28 23:38:48.666069,52.41412492608652
284,2020-04-28 23:38:49.132516,52.86420636670664
315,2020-04-29 00:06:42.882068,50.681010390166186
316,2020-04-29 00:06:45.937407,53.752645733300604
317,2020-04-29 00:06:46.005226,53.73197565414012
318,2020-04-29 00:06:46.045958,53.87782020308078
319,2020-04-29 00:06:46.059282,53.831937154755
350,2020-04-29 00:34:40.762530,49.785092921927564
351,2020-04-29 00:34:41.476517,50.588789467699826
352,2020-04-29 00:34:42.227571,51.36065738787874
353,2020-04-29 00:34:43.012463,52.10854409495369
354,2020-04-29 00:34:43.028101,52.094889904372394
385,2020-04-29 01:02:47.171580,50.63490805728361
386,2020-04-29 01:02:47.197970,50.584756684023894
387,2020-04-29 01:02:47.453526,50.934204921126366
388,2020-04-29 01:02:49.436527,52.88271012390032
389,2020-04-29 01:02:54.676525,58.09932615980506
420,2020-04-29 01:31:01.660094,49.325565097853534
421,2020-04-29 01:31:03.369911,51.120559280272566
422,2020-04-29 01:31:04.116245,51.85094491764903
423,2020-04-29 01:31:04.470396,52.178496601060026
424,2020-04-29 01:31:05.007902,52.77515298407525
455,2020-04-29 01:59:20.529263,49.986379220150404
456,2020-04-29 01:59:21.648828,51.090099070686854
457,2020-04-29 01:59:22.227597,51.64239985588939
458,2020-04-29 01:59:23.316747,52.790705987252295
459,2020-04-29 01:59:23.334267,52.70508374925703
490,2020-04-29 02:27:35.308091,48.8906371621415
491,2020-04-29 02:27:36.314282,49.91291370010003
492,2020-04-29 02:27:37.074788,50.69000304117799
493,2020-04-29 02:27:38.830672,52.340088916011155
494,2020-04-29 02:27:39.176467,52.731129193212844
525,2020-04-29 03:36:02.353291,49.922017860691994
526,2020-04-29 03:36:03.993248,51.52959176292642
527,2020-04-29 03:36:04.441915,51.951729768887155
528,2020-04-29 03:36:04.795486,52.267059464007616
529,2020-04-29 03:36:05.071079,52.6234386577271
560,2020-04-29 04:21:19.306325,49.41944733215496
561,2020-04-29 04:21:21.013167,51.09384331991895
562,2020-04-29 04:21:21.044318,51.09842903679236
563,2020-04-29 04:21:21.061929,51.15864564711229
564,2020-04-29 04:21:22.795615,52.80887985182926
595,2020-04-29 04:50:02.567155,50.04391518700868
596,2020-04-29 04:50:03.361259,50.821531281806536
597,2020-04-29 04:50:03.389468,50.76826498331502
598,2020-04-29 04:50:03.604982,51.04935507196933
599,2020-04-29 04:50:05.348648,52.766423249151565
630,2020-04-29 05:18:21.074000,49.18695332482457
631,2020-04-29 05:18:22.054007,50.06795465759932
632,2020-04-29 05:18:23.595804,51.64982515573502
633,2020-04-29 05:18:23.949352,52.02993603609503
634,2020-04-29 05:18:23.964950,52.061548060271896
665,2020-04-29 05:46:26.490209,49.93922670511529
666,2020-04-29 05:46:27.453623,50.973322740755975
667,2020-04-29 05:46:29.247377,52.799862940330065
668,2020-04-29 05:46:29.285769,52.82153148995711
669,2020-04-29 05:46:29.400103,52.893060544971384
700,2020-04-29 06:14:15.618350,49.765740131959326
701,2020-04-29 06:14:16.356656,50.60230252612382
